start,duration,count
208,1,0
209,1,0
210,1,1
211,1,1
212,1,1
213,1,2
214,1,1
215,1,2
216,1,1
217,1,1
218,1,1
219,1,1
220,1,2
221,1,0
222,1,1
223,1,1
224,1,1
225,1,0
226,1,0
227,1,0
228,1,1
229,1,1
230,1,1
231,1,0
232,1,2
233,1,0
234,1,1
235,1,1
236,1,0
237,1,0
238,1,1
239,1,1
240,1,1
241,1,1
242,1,1
243,1,1
244,1,1
245,1,1
246,1,1
247,1,1
248,1,1
249,1,0
250,1,1
251,1,1
252,1,0
253,1,0
254,1,1
255,1,1
256,1,0
257,1,0
258,1,2
259,1,2
260,1,1
261,1,0
262,1,1
263,1,0
264,1,1
265,1,1
266,1,1
267,1,1
268,1,1
269,1,0
270,1,1
271,1,1
272,1,1
273,1,1
274,1,0
275,1,0
276,1,0
277,1,0
278,1,1
279,1,0
280,1,1
281,1,1
282,1,1
283,1,0
284,1,1
285,1,1
286,1,0
287,1,1
288,1,0
289,1,0
290,1,0
291,1,0
292,1,0
293,1,0
294,1,1
295,1,0
296,1,1
297,1,1
298,1,1
299,1,1
300,1,0
301,1,0
302,1,1
303,1,1
304,1,0
305,1,1
306,1,0
307,1,0
308,1,1
309,1,0
310,1,1
311,1,1
312,1,0
313,1,1
314,1,1
315,1,0
316,1,1
317,1,1
318,1,1
319,1,1
320,1,0
321,1,1
322,1,1
323,1,1
324,1,1
325,1,0
326,1,2
327,1,1
328,1,1
329,1,0
330,1,1
331,1,2
332,1,1
333,1,1
334,1,1
335,1,0
336,1,1
337,1,1
338,1,1
339,1,1
340,1,1
341,1,1
342,1,1
343,1,1
344,1,1
345,1,1
346,1,0
347,1,0
348,1,0
349,1,1
350,1,1
351,1,1
352,1,1
353,1,1
354,1,0
355,1,1
356,1,0
357,1,0
358,1,1
359,1,1
360,1,1
361,1,1
362,1,1
363,1,1
364,1,1
365,1,1
366,1,0
367,1,1
368,1,0
369,1,0
370,1,1
371,1,0
372,1,1
373,1,1
374,1,1
375,1,1
376,1,0
377,1,0
378,1,2
379,1,1
380,1,1
381,1,1
382,1,0
383,1,0
384,1,1
385,1,1
386,1,1
387,1,1
388,1,1
389,1,0
390,1,2
391,1,1
392,1,1
393,1,1
394,1,0
395,1,1
396,1,1
397,1,1
398,1,1
399,1,1
400,1,0
401,1,0
402,1,0
403,1,1
404,1,0
405,1,0
406,1,1
407,1,1
408,1,0
409,1,0
410,1,1
411,1,0
412,1,1
413,1,1
414,1,0
415,1,1
416,1,1
417,1,1
418,1,1
419,1,1
420,1,1
421,1,1
422,1,0
423,1,1
424,1,1
425,1,1
426,1,1
427,1,1
428,1,1
429,1,0
430,1,1
431,1,1
432,1,0
433,1,0
434,1,1
435,1,2
436,1,1
437,1,0
438,1,0
439,1,1
440,1,1
441,1,0
442,1,1
443,1,1
444,1,1
445,1,1
446,1,0
447,1,0
448,1,1
449,1,1
450,1,1
451,1,1
452,1,1
453,1,1
454,1,1
455,1,1
456,1,0
457,1,1
458,1,1
459,1,1
460,1,1
461,1,1
462,1,1
463,1,1
464,1,0
465,1,1
466,1,1
467,1,1
468,1,1
469,1,1
470,1,0
471,1,1
472,1,1
473,1,1
474,1,1
475,1,0
476,1,1
477,1,1
478,1,1
479,1,1
480,1,1
481,1,1
482,1,1
483,1,1
484,1,0
485,1,1
486,1,1
487,1,1
488,1,0
489,1,1
490,1,1
491,1,1
492,1,1
493,1,1
494,1,1
495,1,0
496,1,1
497,1,0
498,1,0
499,1,1
500,1,0
501,1,0
502,1,1
503,1,0
504,1,1
505,1,0
506,1,0
507,1,0
508,1,1
509,1,1
510,1,1
511,1,0
512,1,0
513,1,1
514,1,1
515,1,1
516,1,1
517,1,1
518,1,1
519,1,1
520,1,1
521,1,1
522,1,1
523,1,1
524,1,1
525,1,0
526,1,0
527,1,1
528,1,1
529,1,1
530,1,1
531,1,1
532,1,1
533,1,0
534,1,1
535,1,1
536,1,1
537,1,1
538,1,0
539,1,1
540,1,1
541,1,1
542,1,1
543,1,0
544,1,0
545,1,0
546,1,1
547,1,1
548,1,0
549,1,1
550,1,1
551,1,1
552,1,1
553,1,1
554,1,1
555,1,1
556,1,1
557,1,1
558,1,1
559,1,0
560,1,1
561,1,0
562,1,1
563,1,1
564,1,1
565,1,0
566,1,0
567,1,0
568,1,0
569,1,1
570,1,1
571,1,1
572,1,0
573,1,0
574,1,1
575,1,1
576,1,1
577,1,1
578,1,1
579,1,1
580,1,1
581,1,1
582,1,1
583,1,1
584,1,1
585,1,1
586,1,1
587,1,1
588,1,1
589,1,0
590,1,1
591,1,1
592,1,1
593,1,1
594,1,1
595,1,0
596,1,1
597,1,0
598,1,1
599,1,0
600,1,0
601,1,0
602,1,1
603,1,1
604,1,1
605,1,1
606,1,2
607,1,1
608,1,1
609,1,0
610,1,1
611,1,1
612,1,1
613,1,0
614,1,1
615,1,0
616,1,1
617,1,1
618,1,1
619,1,0
620,1,1
621,1,0
622,1,1
623,1,1
624,1,0
625,1,1
626,1,1
627,1,0
628,1,0
629,1,1
630,1,1
631,1,1
632,1,0
633,1,1
634,1,1
635,1,1
636,1,1
637,1,0
638,1,0
639,1,1
640,1,1
641,1,1
642,1,1
643,1,1
644,1,1
645,1,1
646,1,1
647,1,1
648,1,1
649,1,1
650,1,1
651,1,1
652,1,1
653,1,1
654,1,1
655,1,1
656,1,0
657,1,1
658,1,1
659,1,1
660,1,1
661,1,1
662,1,1
663,1,1
664,1,2
665,1,1
666,1,1
667,1,1
668,1,1
669,1,1
670,1,1
671,1,1
672,1,1
673,1,1
674,1,1
675,1,1
676,1,1
677,1,0
678,1,2
679,1,1
680,1,1
681,1,1
682,1,1
683,1,1
684,1,1
685,1,1
686,1,0
687,1,1
688,1,1
689,1,1
690,1,0
691,1,0
692,1,1
693,1,1
694,1,1
695,1,0
696,1,0
697,1,1
698,1,1
699,1,1
700,1,1
701,1,1
702,1,0
703,1,1
704,1,1
705,1,1
706,1,0
707,1,1
708,1,1
709,1,1
710,1,1
711,1,1
712,1,1
713,1,0
714,1,0
715,1,0
716,1,1
717,1,1
718,1,1
719,1,1
720,1,1
721,1,1
722,1,1
723,1,1
724,1,1
725,1,1
726,1,1
727,1,1
728,1,0
729,1,1
730,1,0
731,1,0
732,1,0
733,1,0
734,1,1
735,1,0
736,1,1
737,1,1
738,1,1
739,1,1
740,1,1
741,1,1
742,1,1
743,1,1
744,1,1
745,1,1
746,1,1
747,1,1
748,1,0
749,1,0
750,1,1
751,1,0
752,1,1
753,1,0
754,1,1
755,1,1
756,1,1
757,1,0
758,1,2
759,1,1
760,1,1
761,1,0
762,1,1
763,1,1
764,1,0
765,1,0
766,1,1
767,1,0
768,1,0
769,1,1
770,1,1
771,1,1
772,1,2
773,1,1
774,1,1
775,1,1
776,1,1
777,1,0
778,1,1
779,1,1
780,1,1
781,1,1
782,1,2
783,1,1
784,1,1
785,1,1
786,1,1
787,1,2
788,1,1
789,1,0
790,1,1
791,1,1
792,1,0
793,1,1
794,1,1
795,1,1
796,1,1
797,1,0
798,1,0
799,1,0
800,1,0
801,1,1
802,1,0
803,1,1
804,1,1
805,1,0
806,1,1
807,1,1
808,1,1
809,1,2
810,1,1
811,1,1
812,1,1
813,1,1
814,1,0
815,1,2
816,1,2
817,1,2
818,1,1
819,1,1
820,1,1
821,1,1
822,1,0
823,1,0
824,1,0
825,1,0
826,1,1
827,1,1
828,1,0
829,1,0
830,1,0
831,1,0
832,1,0
833,1,0
834,1,0
835,1,1
836,1,1
837,1,1
838,1,0
839,1,1
840,1,0
841,1,0
842,1,0
843,1,0
844,1,1
845,1,1
846,1,1
847,1,1
848,1,1
849,1,1
850,1,1
851,1,2
852,1,0
853,1,1
854,1,1
855,1,1
856,1,0
857,1,1
858,1,1
859,1,0
860,1,0
861,1,0
862,1,0
863,1,0
864,1,0
865,1,0
866,1,1
867,1,1
868,1,0
869,1,1
870,1,1
871,1,1
872,1,0
873,1,1
874,1,1
875,1,0
876,1,0
877,1,1
878,1,1
879,1,1
880,1,2
881,1,0
882,1,1
883,1,0
884,1,0
885,1,0
886,1,0
887,1,1
888,1,1
889,1,1
890,1,2
891,1,2
892,1,0
893,1,0
894,1,1
895,1,0
896,1,0
897,1,0
898,1,0
899,1,1
900,1,1
901,1,0
902,1,0
903,1,0
904,1,0
905,1,0
906,1,0
907,1,0
908,1,0
909,1,0
910,1,0
911,1,0
912,1,0
913,1,0
914,1,0
915,1,1
916,1,0
917,1,0
918,1,0
919,1,0
920,1,0
921,1,0
922,1,0
923,1,0
924,1,0
925,1,0
926,1,0
927,1,0
928,1,0
929,1,0
930,1,0
931,1,0
932,1,0
933,1,0
934,1,0
935,1,0
936,1,0
937,1,0
938,1,0
939,1,0
940,1,0
941,1,0
942,1,0
